ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,FREE_TRIALS,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
DR - Direct Response,Brand,ott,1279.85,21004.91,False,True,False,Winter,ott_DR - Direct Response,ott_Brand,0.06093099184904862,26883134.0635,7.155279199021725,9.952559105683397,0.059146816846533286,17.107009698644898
ATL - Above The Line,Title,paid social,193.31,74713.36,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.0025873551932345164,14442839.6216,5.269454821862936,11.221427588255114,0.0025840137522087233,16.485709391029687
DR - Direct Response,Brand,paid social,3594.08,29451.01,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.12203588264035767,105849286.0208,8.187321523036896,10.290517438024064,0.1151447875520101,18.47752681977187
DR - Direct Response,Title,ott,466.75,17294.15,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.0269888950888017,8072044.512500001,6.147933965154199,9.758181394360545,0.026631117926716,15.903917479317329
ATL - Above The Line,Title,paid social,7466.12,22999.87,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Title,0.3246157478281399,171719789.4044,8.918264661617698,10.043287320282856,0.2811224157404389,18.96137458075385
DR - Direct Response,Title,app,604.08,4785.02,False,False,False,Fall,app_DR - Direct Response,app_Title,0.126243986441018,2890534.8816000004,6.405360680693999,8.47345444731458,0.1188881904731195,14.876952469058478
DR - Direct Response,Brand,ott,52101.64,22963.26,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,2.2689130376087716,1196423505.7463999,10.860970898242716,10.04169437329276,1.1844575252495861,20.90260253242608
DR - Direct Response,Title,youtube,772.39,54991.52,False,True,False,Winter,youtube_DR - Direct Response,youtube_Title,0.014045620124702864,42474900.1328,6.65078344916977,10.91495245496577,0.01394789441800817,17.564423897863293
DR - Direct Response,Brand,paid social,1775.71,38763.63,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.04580866136633747,68832965.42729999,7.482518618438246,10.56526351191513,0.04479042478611266,18.04719335132905
DR - Direct Response,Brand,app,13790.04,126709.47,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.10883196023154387,1747328659.6788,9.531774384912449,11.749659999043434,0.10330717320074134,21.28135397901272
ATL - Above The Line,Brand,paid social,344.31,21177.11,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,0.01625859241416794,7291490.744100001,5.8444425643009605,9.960723380046227,0.01612783686423127,15.802218711871522
DR - Direct Response,Brand,youtube,4787.94,44945.65,False,False,False,Winter,youtube_DR - Direct Response,youtube_Brand,0.10652732800615854,215197075.461,8.474064371552494,10.71323150986997,0.10122657790498595,19.187064800941222
ATL - Above The Line,Brand,display,33614.31,61056.2,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.5505470369921482,2052362034.2219996,10.422736896934094,11.01956640870287,0.43860779575874714,21.442257179112996
DR - Direct Response,Title,youtube,174.47,289035.57,False,False,False,Winter,youtube_DR - Direct Response,youtube_Title,0.0006036281278459949,50428035.8979,5.167468088123044,12.574308498881473,0.0006034460176684967,17.73605786602772
DR - Direct Response,Brand,app,4431.77,31876.89,False,False,False,Winter,app_DR - Direct Response,app_Brand,0.13902767804512925,141271044.7953,8.396779949798782,10.36966794501742,0.13017498447280829,18.76619091367279
DR - Direct Response,Brand,paid social,5076.51,9673.32,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.52479500316334,49106705.7132,8.532576262925767,9.177230231190205,0.42185997686845156,17.709506176373647
ATL - Above The Line,Brand,youtube,13023.27,64531.18,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Brand,0.20181360390434516,840406980.5586001,9.47456981898567,11.074919293095974,0.18383175246116723,20.549396834323982
DR - Direct Response,Brand,ott,340.55,179108.63,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.0019013600852175576,60995443.9465,5.833494081177858,12.095753355447531,0.001899554788115083,17.92630974634122
DR - Direct Response,Title,ott,292.9,19948.8,False,False,False,Fall,ott_DR - Direct Response,ott_Title,0.01468258742380494,5843003.52,5.6832395734248715,9.900974397205102,0.01457584183616175,15.580755695111494
DR - Direct Response,Brand,youtube,8146.97,64089.52,False,False,False,Fall,youtube_DR - Direct Response,youtube_Brand,0.1271185991094956,522135396.7544,9.005524095454794,11.06805173805562,0.11966446386827227,20.07343749488431
ATL - Above The Line,Title,youtube,5428.13,94546.07,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Title,0.05741253972798657,513208358.9491001,8.599534179096752,11.456853084711673,0.055824923769120786,20.056192480419337
DR - Direct Response,Brand,paid social,4991.19,76461.81,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.06527690097841,381635421.4539,8.515629970222403,11.244559757817573,0.063234766285702,19.759976319367382
DR - Direct Response,Title,paid social,5935.06,31268.68,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.1898084600948937,185581491.9208,8.688800892612845,10.350404216948933,0.1737923362648738,19.039004658478138
DR - Direct Response,Title,paid social,930.6,13682.52,False,False,False,Spring,paid social_DR - Direct Response,paid social_Title,0.06801378693398584,12732953.112000002,6.836903538010186,9.523947468019536,0.06580064956890015,16.359704002685103
DR - Direct Response,Title,youtube,4829.55,25410.43,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.19006171875092237,122720942.20650001,8.482715611799346,10.142954351786992,0.17400517027509493,18.625423581395438
DR - Direct Response,Brand,display,5389.93,43669.73,False,False,True,Fall,display_DR - Direct Response,display_Brand,0.12342485286719199,235376787.81890002,8.592473190763398,10.68443336262109,0.1163819237726732,19.276698144780582
DR - Direct Response,Brand,paid social,874.69,68554.06,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.012759127614031905,59963550.7414,6.7750121470270965,11.135392497000058,0.012678415762129112,17.909247464624457
ATL - Above The Line,Title,paid social,92138.69,38537.31,False,True,False,Fall,paid social_ATL - Above The Line,paid social_Title,2.3908957319543065,3550777259.5239,11.431061074038839,10.559408090462005,1.2210941142054987,21.99043236309487
DR - Direct Response,Brand,ott,7469.36,18833.51,False,False,True,Winter,ott_DR - Direct Response,ott_Brand,0.39659946552713754,140674266.25359997,8.918698469736713,9.843446104390868,0.33404032873399037,18.761957614481
ATL - Above The Line,Brand,paid social,369.8,48121.26,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Brand,0.007684753059250734,17795241.948000003,5.9156628336917,10.781500134904288,0.007655375753364424,16.694441729432278
ATL - Above The Line,Title,youtube,10387.72,65322.8,True,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.15902135242212517,678554956.016,9.248475881123925,11.087111720530077,0.14757598733038277,20.335476031771876
ATL - Above The Line,Brand,display,546.73,40343.43,False,False,False,Spring,display_ATL - Above The Line,display_Brand,0.013551896802031954,22056963.4839,6.305782464801201,10.605208622038052,0.013460891126371301,16.90913895959712
DR - Direct Response,Brand,paid social,13147.55,11917.33,False,False,True,Fall,paid social_DR - Direct Response,paid social_Brand,1.1032294985537867,156683692.0415,9.484066765366455,9.385832830133184,0.7434740198932728,18.869739637083434
DR - Direct Response,Title,app,25708.48,22982.52,False,False,True,Summer,app_DR - Direct Response,app_Title,1.118610143709219,590845655.7696,10.15461507446224,10.042532716347768,0.750760281099137,20.197065385204983
DR - Direct Response,Brand,paid social,721.93,71331.6,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.010120759943699565,51496421.988,6.583312398661009,11.175108724909204,0.01006988800661942,17.757022906678056
DR - Direct Response,Title,youtube,18073.48,6886.25,False,False,True,Spring,youtube_DR - Direct Response,youtube_Title,2.6245750589943726,124458501.64999999,9.802256277595149,8.837427155161741,1.2877370563302377,18.639482906260035
DR - Direct Response,Title,youtube,6689.97,3377.86,False,False,False,Fall,youtube_DR - Direct Response,youtube_Title,1.9805350132924395,22597782.064200003,8.808514135138033,8.125293653479503,1.092102819064787,16.93336236492651
ATL - Above The Line,Brand,ott,14004.34,125120.57,False,False,False,Summer,ott_ATL - Above The Line,ott_Brand,0.11192675992444727,1752231003.2738001,9.547193964443439,11.737041103654377,0.10609433028200754,21.284155672523383
DR - Direct Response,Brand,pmax,97444.59,46045.41,False,False,False,Winter,pmax_DR - Direct Response,pmax_Brand,2.1162715241323724,4486876098.831901,11.487049449935316,10.737405079904013,1.13663726289391,22.22442255041702
ATL - Above The Line,Brand,paid social,2039.28,50664.63,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Brand,0.04025056533522499,103319366.6664,7.62084233232163,10.833003050424669,0.03946161234168878,18.45333540602607
DR - Direct Response,Title,app,814.66,9361.86,False,True,False,Summer,app_DR - Direct Response,app_Title,0.08701903254267848,7626732.8676,6.703997601467765,9.144506078354603,0.0834391172246821,15.84717024708013
ATL - Above The Line,Brand,youtube,637.59,57766.99,False,False,True,Fall,youtube_ATL - Above The Line,youtube_Brand,0.011037272324557677,36831655.1541,6.459262620903455,10.964190095024785,0.010976806148640085,17.421868254939426
DR - Direct Response,Brand,youtube,728.31,36334.04,False,False,True,Summer,youtube_DR - Direct Response,youtube_Brand,0.02004483949486487,26462444.672399998,6.592098881674599,10.500537843917064,0.019846586619037727,17.091237141419843
ATL - Above The Line,Brand,ott,2763.12,5627.21,False,False,False,Fall,ott_ATL - Above The Line,ott_Brand,0.49102841372545186,15548656.495199999,7.924477599285229,8.635546730970987,0.39946609242560444,16.559484858148636
DR - Direct Response,Brand,youtube,5878.59,115033.99,False,False,False,Fall,youtube_DR - Direct Response,youtube_Brand,0.05110306962316095,676237663.2741001,8.679242310570414,11.652991621937002,0.04984015523407938,20.332055146589422
ATL - Above The Line,Brand,youtube,5232.89,32325.0,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Brand,0.16188368136117556,169153169.25,8.562910066438215,10.383627138969754,0.15004255132035382,18.946315195255973
ATL - Above The Line,Title,youtube,14134.44,18530.42,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.7627695432699314,261917109.6648,9.556440398047881,9.827222948831144,0.5668861763630609,19.38353864016095
DR - Direct Response,Brand,display,3251.12,18869.78,False,False,False,Fall,display_DR - Direct Response,display_Brand,0.17229241676373547,61347919.15359999,8.087062370355904,9.845369972961409,0.15896116239241992,17.93207182721972
ATL - Above The Line,Title,youtube,43780.64,3652.57,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,11.986256252446907,159911852.2448,10.686969830402655,8.203460050757595,2.5638915868691865,18.89013330416745
DR - Direct Response,Title,app,1969.58,49988.58,False,False,False,Summer,app_DR - Direct Response,app_Title,0.039400599096833716,98456507.3964,7.586083194643732,10.819569862691985,0.038644199979217184,18.405125469512374
ATL - Above The Line,Title,partnership,430736.5,35849.28,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Title,12.015206442081961,15441593394.72,12.973254134816472,10.487106656318048,2.5661184001787376,23.460330575423033
ATL - Above The Line,Title,print,9824.44,22692.21,False,False,True,Winter,print_ATL - Above The Line,print_Title,0.43294328758635675,222938255.6124,9.192730219449714,10.029821039781769,0.359730572058946,19.222405414909527
ATL - Above The Line,Launch,radio,0.0,99384.21,False,False,False,Summer,radio_ATL - Above The Line,radio_Launch,0.0,0.0,0.0,11.506758588817386,0.0,0.0
ATL - Above The Line,Launch,paid social,459.57,6880.44,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Launch,0.06679369342658319,3162043.8107999996,6.132464852829423,8.836583211352295,0.06465760163462908,14.966729468314641
ATL - Above The Line,Brand,tv,7586.75,15151.88,False,False,True,Winter,tv_ATL - Above The Line,tv_Brand,0.500713442820297,114953525.58999999,8.93429038375411,9.625945891880889,0.4059406235796249,18.560038488041705
ATL - Above The Line,Launch,paid social,2121.61,11753.27,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Launch,0.18051231699773765,24935855.1647,7.660401742519865,9.37197185781229,0.16594851120161105,17.031817332234137
ATL - Above The Line,Brand,bvod,11522.67,20843.74,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.5528120193400992,240175537.58580002,9.352158459904087,9.944856917221998,0.44006749327296096,19.296880624729926
ATL - Above The Line,Brand,partnership,7461.34,29498.95,False,False,True,Summer,partnership_ATL - Above The Line,partnership_Brand,0.25293578246005366,220101695.59300002,8.917624316934992,10.292143847411221,0.22548942357106605,19.20960025474958
ATL - Above The Line,Brand,print,2784.51,42435.4,False,False,True,Summer,print_ATL - Above The Line,print_Brand,0.06561762113706952,118161795.65400001,7.932186259474172,10.65576176349383,0.0635545570196187,18.587565401335848
ATL - Above The Line,Brand,radio,688.7,19466.03,False,False,True,Summer,radio_ATL - Above The Line,radio_Brand,0.035379581763718644,13406254.861,6.536256720437246,9.876477544357593,0.03476810514800768,16.411232011276617
ATL - Above The Line,Title,ctv,206.22,11435.26,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.01803369577954502,2358179.3172,5.333781030823606,9.344544288405867,0.017873017560445452,14.673400827554385
ATL - Above The Line,Brand,ctv,1418.44,149565.49,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Brand,0.00948373852818588,212149673.6356,7.258017706615324,11.915496322105163,0.009439050199394054,19.172802595958828
ATL - Above The Line,Title,ctv,14899.82,309679.76,False,False,False,Summer,ctv_ATL - Above The Line,ctv_Title,0.04811363842441624,4614172681.6432,9.609171523976308,12.643297239394734,0.046992013631435556,22.25239842179808
ATL - Above The Line,Title,ctv,4673.81,31829.64,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.1468382928616221,148765689.72840002,8.449943799185661,10.368184626891466,0.1370088455243892,18.817883080715383
ATL - Above The Line,Brand,bvod,335.19,12905.3,True,False,False,Fall,bvod_ATL - Above The Line,bvod_Brand,0.02597304983223947,4325727.506999999,5.817676476332267,9.465470843227948,0.025641479183548824,15.280091125088392
ATL - Above The Line,Title,online display,4341.09,121092.11,False,False,False,Summer,online display_ATL - Above The Line,online display_Title,0.035849486808017465,525671747.7999,8.376111077998639,11.7043150327946,0.03522185027884928,20.08018752418945
ATL - Above The Line,Brand,bvod,6366.41,6459.79,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Brand,0.9855444217226875,41125671.6539,8.758948072478104,8.773506880321381,0.6858931444049686,17.532143123241884
ATL - Above The Line,Brand,tv,644.13,19705.69,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,0.03268751309900846,12693026.099699998,6.469451846874819,9.88871345098575,0.03216464011345996,16.35656335337946
