REPORT_DATE,ATL_OR_DR,CAMPAIGN_TYPE ,CHANNEL,COST,FREE TRIALS
12/16/2023,ATL - Above The Line,Title,olv,26687.3,28735.5
12/12/2023,ATL - Above The Line,Title,tv,3587.31,48101.35
12/23/2023,ATL - Above The Line,Title,bvod,131003.8,106085.91
12/22/2023,ATL - Above The Line,Title,online display,75486.94,14747.9
12/24/2023,ATL - Above The Line,Brand,olv,2026.16,20031.64
10/31/2022,ATL - Above The Line,Title,cinema,18342.8,28015.76
11/18/2022,ATL - Above The Line,Title,print,10180.23,67963.66
12/8/2022,ATL - Above The Line,Title,olv,37560.04,69033.58
12/19/2022,ATL - Above The Line,Title,ooh,556.45,21870.26
10/20/2023,ATL - Above The Line,Brand,olv,10955.79,6071.22
11/10/2023,ATL - Above The Line,Title,digital audio,21456.12,35290.13
12/1/2023,ATL - Above The Line,Brand,print,132.78,10974.99
7/8/2022,ATL - Above The Line,Launch,paid social,375.21,6186
12/6/2023,ATL - Above The Line,Brand,bvod,80.03,7760.37
10/28/2023,ATL - Above The Line,Brand,bvod,1952.76,38246.05
12/15/2023,ATL - Above The Line,Title,print,11596.57,107963.41
7/20/2022,ATL - Above The Line,Launch,online display,47813.99,28665.48
7/25/2022,ATL - Above The Line,Launch,cinema,3630.14,34079.49
10/26/2023,ATL - Above The Line,Title,paid social,60052.41,90298.15
8/28/2023,ATL - Above The Line,Title,paid social,263,5856.82
4/29/2023,DR - Direct Response,Title,paid social,146.74,46451.81
6/2/2023,ATL - Above The Line,Title,paid social,2872.74,27250.13
6/23/2023,DR - Direct Response,Brand,app,6352.04,48639.4
9/21/2023,DR - Direct Response,Title,paid social,2993.71,16975.18
5/25/2023,ATL - Above The Line,Title,youtube,76.06,12137.48
4/6/2023,ATL - Above The Line,Title,paid social,2703.82,31741.09
7/18/2023,DR - Direct Response,Brand,display,301.48,144143.39
6/26/2023,ATL - Above The Line,Title,paid social,10636.63,65376.88
7/31/2022,DR - Direct Response,Title,paid social,6154.9,16567.96
10/19/2022,DR - Direct Response,Brand,ott,582.18,7182.86
7/18/2023,DR - Direct Response,Brand,app,1256.07,5101.74
9/24/2022,DR - Direct Response,Brand,paid social,469.37,103205.28
12/25/2022,DR - Direct Response,Brand,paid social,2835.99,10577.64
6/30/2022,ATL - Above The Line,Brand,youtube,17806.85,19889.57
8/23/2023,DR - Direct Response,Title,paid social,535.94,103735.77
5/28/2023,DR - Direct Response,Title,app,7888.02,5462.75
7/8/2022,DR - Direct Response,Title,youtube,1219.45,123151.12
2/1/2023,DR - Direct Response,Brand,ott,759.1,21376.31
7/15/2023,DR - Direct Response,Brand,paid social,2617.81,8711.66
10/15/2023,DR - Direct Response,Title,display,490.12,21511.59
3/14/2024,DR - Direct Response,Title,youtube,1169.04,13355.44
11/26/2023,DR - Direct Response,Brand,display,365.44,42897.84
12/7/2022,DR - Direct Response,Title,paid social,110156.6,14391.11
11/7/2023,ATL - Above The Line,Title,paid social,3384.42,4052.45
6/8/2023,DR - Direct Response,Brand,paid social,898.09,22097.4
12/5/2022,DR - Direct Response,Brand,paid social,4672.85,7071.54
4/11/2023,ATL - Above The Line,Brand,display,2592.9,33839
12/19/2022,DR - Direct Response,Brand,ott,2131.18,8381.28
12/22/2023,DR - Direct Response,Title,ott,9622.6,16898.24
7/15/2022,DR - Direct Response,Brand,paid social,12464.05,33109.39
7/26/2023,DR - Direct Response,Brand,app,1218.92,22277.75
10/5/2023,DR - Direct Response,Title,display,1123.18,35440.75
7/9/2022,ATL - Above The Line,Title,paid social,1932.97,54543.87
6/25/2022,DR - Direct Response,Brand,paid social,49.81,8630.34
6/30/2022,DR - Direct Response,Brand,display,206.09,25844.36
7/29/2023,DR - Direct Response,Brand,app,37441.09,977.47
11/6/2023,ATL - Above The Line,Brand,paid social,61851.33,35330.83
3/15/2023,DR - Direct Response,Brand,paid social,2025.9,20388.45
3/7/2024,DR - Direct Response,Title,paid social,8991.04,10280.93
3/2/2023,DR - Direct Response,Brand,display,5569.71,37839.24
6/27/2022,ATL - Above The Line,Brand,ott,823018.87,89379.3
11/7/2022,DR - Direct Response,Brand,paid social,23960.05,17102.77
3/14/2023,DR - Direct Response,Brand,ott,2520.95,10687.14
5/20/2023,DR - Direct Response,Brand,display,565.95,32531.27
8/14/2023,DR - Direct Response,Title,display,174.79,7221.62
6/29/2022,DR - Direct Response,Title,app,4584.98,14215.39
12/17/2023,DR - Direct Response,Title,paid social,810.83,93948.09
10/3/2022,ATL - Above The Line,Title,paid social,243.74,29342.82
6/19/2022,ATL - Above The Line,Brand,youtube,988.52,4185.36
7/6/2022,DR - Direct Response,Title,youtube,450.82,4546.3
6/10/2023,ATL - Above The Line,Title,youtube,66743.61,32435.49
12/30/2022,DR - Direct Response,Title,app,15594.36,65474.03
3/25/2023,DR - Direct Response,Brand,display,3130.33,5442.41
9/16/2022,DR - Direct Response,Brand,paid social,45918.24,43282.17
6/28/2022,DR - Direct Response,Brand,paid social,3651.66,104690.32
8/27/2023,DR - Direct Response,Brand,youtube,670.92,183128.91
5/21/2023,DR - Direct Response,Title,youtube,49640.31,38432.23
9/15/2022,ATL - Above The Line,Title,paid social,8400.36,45832.88
5/23/2023,DR - Direct Response,Brand,display,488.35,3245
2/28/2024,ATL - Above The Line,Brand,paid social,2252.33,226493.87
3/20/2023,DR - Direct Response,Title,app,653.78,15478.79
12/7/2022,DR - Direct Response,Brand,app,261.73,10809.43
2/1/2024,DR - Direct Response,Title,youtube,16899.79,21342.77
1/15/2024,DR - Direct Response,Title,youtube,99690.45,125571.98
3/10/2024,DR - Direct Response,Brand,paid social,254.38,252480.86
8/22/2023,DR - Direct Response,Title,display,8773.2,31263.98
12/23/2023,ATL - Above The Line,Title,display,981.28,75019.88
9/21/2023,DR - Direct Response,Title,youtube,1318.19,28789.65
9/30/2022,DR - Direct Response,Title,youtube,1090.07,9735.53
10/25/2023,DR - Direct Response,Brand,pmax,667.65,121248.83
8/23/2023,DR - Direct Response,Brand,pmax,3466.39,14771.41
5/3/2023,ATL - Above The Line,Brand,display,0,128613
11/13/2022,ATL - Above The Line,Title,paid social,5174.33,101403.68
7/14/2022,ATL - Above The Line,Brand,paid social,2900.4,51037.27
12/2/2023,DR - Direct Response,Brand,pmax,2063.13,172626.43
1/6/2024,ATL - Above The Line,Title,online display,617.15,258710.1
1/5/2024,ATL - Above The Line,Brand,ctv,1121.25,23125.02
8/9/2022,ATL - Above The Line,Launch,online display,12416.52,12249.3
4/30/2023,ATL - Above The Line,Brand,partnership,7843.59,4249.64
8/19/2022,ATL - Above The Line,Launch,cinema,543.91,261931.04
8/18/2022,ATL - Above The Line,Launch,ooh,3799.34,17737.57
5/10/2023,ATL - Above The Line,Brand,print,12327.11,86066.11
1/26/2024,ATL - Above The Line,Title,bvod,156.02,13107.82
9/4/2022,ATL - Above The Line,Launch,cinema,8468.11,128966.28
2/3/2024,ATL - Above The Line,Brand,paid social,960.29,13659.98
5/27/2023,ATL - Above The Line,Brand,print,8894.86,8342.79
9/23/2022,ATL - Above The Line,Brand,bvod,800.78,22366.23
2/22/2024,ATL - Above The Line,Title,digital audio,122.17,16172.56
6/12/2023,ATL - Above The Line,Title,cinema,168.26,50137.37
3/3/2024,ATL - Above The Line,Title,cinema,3463.65,26183.62
10/6/2022,ATL - Above The Line,Title,bvod,5075.04,51741.66
10/13/2022,ATL - Above The Line,Brand,bvod,620.78,20589.69
7/3/2023,ATL - Above The Line,Title,online display,10056.34,14148.17
7/5/2023,ATL - Above The Line,Title,tv,158.25,15354
7/5/2023,ATL - Above The Line,Title,partnership,2818.64,214377.86
3/19/2024,ATL - Above The Line,Title,partnership,356.87,34554.14
7/14/2023,ATL - Above The Line,Brand,radio,979.17,3769.66
3/27/2024,ATL - Above The Line,Title,bvod,3459.37,16361.27
4/14/2024,ATL - Above The Line,Title,bvod,671.97,30381.64
11/8/2022,ATL - Above The Line,Title,digital audio,1586.29,175493.85
7/29/2023,ATL - Above The Line,Title,digital audio,19529.21,77359.19
4/4/2024,ATL - Above The Line,Title,olv,1121.01,10937.61
11/29/2022,ATL - Above The Line,Title,tv,14353.2,311772.7
8/16/2023,ATL - Above The Line,Brand,print,413.29,26720.45
12/13/2022,ATL - Above The Line,Title,ooh,8263.42,96230.04
8/28/2023,ATL - Above The Line,Title,ctv,42845.2,8655.7
12/25/2022,ATL - Above The Line,Title,olv,36.67,2487.66
10/15/2023,ATL - Above The Line,Brand,online display,753.61,6712.94
10/10/2023,ATL - Above The Line,Title,partnership,8999.4,1058.26
10/9/2023,ATL - Above The Line,Title,bvod,2201.26,229313.85
10/27/2023,ATL - Above The Line,Brand,ctv,6205.63,34187.41
10/29/2023,ATL - Above The Line,Brand,radio,1067.5,10905.55
11/10/2023,ATL - Above The Line,Title,olv,3712.95,43408.75
11/27/2023,ATL - Above The Line,Brand,tv,2397.75,33334.18
12/14/2023,ATL - Above The Line,Title,ctv,26138.33,51391.56
7/19/2022,ATL - Above The Line,Launch,olv,5026.71,92743.08
12/21/2023,ATL - Above The Line,Brand,online display,5841.05,20612.42
12/2/2022,ATL - Above The Line,Brand,online display,1509.96,11406.81
12/8/2022,ATL - Above The Line,Brand,cinema,1317.04,63239.85
11/29/2023,ATL - Above The Line,Brand,partnership,1454.63,61646.48
2/12/2023,ATL - Above The Line,Brand,ooh,6472.26,30499.79
1/7/2024,ATL - Above The Line,Brand,paid social,1485.34,244876.09
11/29/2023,DR - Direct Response,Title,paid social,5357.94,17770.69
1/21/2024,ATL - Above The Line,Title,paid social,134514.91,11180.06
12/3/2023,DR - Direct Response,Brand,paid social,15301.17,41930.99
7/6/2023,DR - Direct Response,Brand,ott,1763.06,14009.35
11/12/2023,DR - Direct Response,Title,app,27764.22,45316.98
2/18/2024,DR - Direct Response,Title,paid social,1520.36,11955.39
2/6/2023,ATL - Above The Line,Brand,paid social,80.19,18453.29
11/25/2022,DR - Direct Response,Brand,display,514.74,183677.35
9/1/2022,ATL - Above The Line,Brand,ott,108.47,18354.63
7/17/2023,ATL - Above The Line,Title,paid social,1683.78,12372.06
3/12/2023,DR - Direct Response,Brand,ott,3283.06,89198.5
6/26/2022,DR - Direct Response,Title,paid social,65466.4,9607.04
4/30/2024,DR - Direct Response,Title,paid social,5729.57,13758.63
11/21/2023,ATL - Above The Line,Title,paid social,2138.38,49154.53
3/13/2024,DR - Direct Response,Title,display,14191.25,70661.57
7/16/2023,DR - Direct Response,Brand,app,58.68,93766.8
6/28/2022,DR - Direct Response,Brand,ott,4858.94,13029.62
6/13/2023,DR - Direct Response,Brand,app,12768.22,50122.73
2/16/2024,DR - Direct Response,Brand,ott,220.17,17273.61
10/26/2023,DR - Direct Response,Brand,pmax,25028.91,15017.48
2/14/2024,ATL - Above The Line,Title,paid social,5850.48,92157.18
3/25/2023,ATL - Above The Line,Brand,paid social,1500.69,15886.73
8/24/2022,ATL - Above The Line,Brand,youtube,9951.42,36441.92
12/23/2022,DR - Direct Response,Brand,app,191364.82,32224.52
11/1/2022,DR - Direct Response,Title,youtube,4409.68,9418.96
8/11/2022,DR - Direct Response,Title,paid social,4970.76,72650.93
3/31/2024,DR - Direct Response,Title,app,1385.93,48358.4
9/24/2022,DR - Direct Response,Title,paid social,684.92,3760.11
2/11/2023,ATL - Above The Line,Brand,paid social,14215.1,36413.29
3/28/2023,DR - Direct Response,Title,app,677.25,12697.39
9/25/2022,ATL - Above The Line,Brand,display,3613.61,82850.73
9/7/2022,ATL - Above The Line,Brand,youtube,1340.91,6468.59
12/19/2022,DR - Direct Response,Title,app,7539.07,19281.36
10/3/2022,DR - Direct Response,Title,app,5799.65,39638.09
3/15/2024,DR - Direct Response,Title,youtube,20662.34,29113.02
2/26/2024,DR - Direct Response,Title,display,1264.83,59259.36
11/12/2022,DR - Direct Response,Title,app,1951.11,6011.76
8/23/2022,DR - Direct Response,Brand,youtube,542.72,144537.6
4/25/2024,ATL - Above The Line,Title,display,1424.14,46683.87
2/11/2024,DR - Direct Response,Title,youtube,6274.95,107820.66
12/1/2022,DR - Direct Response,Brand,paid social,12452.37,66256.84
1/2/2023,ATL - Above The Line,Brand,paid social,601.1,27249.57
9/7/2022,DR - Direct Response,Brand,app,15259.28,7603.75
8/26/2023,DR - Direct Response,Brand,ott,36689.36,15665.22
10/25/2022,ATL - Above The Line,Title,youtube,6697.87,135775.41
12/9/2022,DR - Direct Response,Title,app,93990.02,110638.24
2/26/2023,DR - Direct Response,Brand,display,785.7,14808.91
9/14/2023,DR - Direct Response,Brand,app,335.85,1632.23
10/3/2023,DR - Direct Response,Title,youtube,128.08,22272.58
7/20/2022,ATL - Above The Line,Title,youtube,47272.26,20658.34
10/28/2022,DR - Direct Response,Brand,app,10346.77,21459.4
12/11/2022,ATL - Above The Line,Title,youtube,2872.54,46843.08
11/23/2022,ATL - Above The Line,Brand,paid social,5263.94,66388.04
7/1/2023,DR - Direct Response,Title,youtube,416.44,74436.42
10/13/2022,ATL - Above The Line,Brand,display,262478.01,43108.72
12/31/2023,ATL - Above The Line,Brand,cinema,4009.94,4529.1
1/4/2024,ATL - Above The Line,Brand,partnership,3868.98,19579.09
4/28/2023,ATL - Above The Line,Brand,radio,11770.01,278012.63
5/5/2023,ATL - Above The Line,Brand,radio,7566.74,40125.78
8/22/2022,ATL - Above The Line,Launch,cinema,4757.13,39869.15
9/9/2022,ATL - Above The Line,Title,cinema,762.39,39537.29
1/25/2024,ATL - Above The Line,Title,print,7437.55,41817.09
9/11/2022,ATL - Above The Line,Launch,cinema,94881.29,2525.5
5/23/2023,ATL - Above The Line,Title,ooh,36018.88,21681.12
9/16/2022,ATL - Above The Line,Launch,paid social,56332.27,26540.62
6/6/2023,ATL - Above The Line,Title,cinema,1262.1,99684.72
2/23/2024,ATL - Above The Line,Title,digital audio,532.2,28918.98
10/17/2022,ATL - Above The Line,Brand,bvod,2530.66,5286.97
3/24/2024,ATL - Above The Line,Title,partnership,3511.75,42438.62
7/10/2023,ATL - Above The Line,Brand,partnership,22887.03,12310.5
4/4/2024,ATL - Above The Line,Title,ooh,149.66,8135.66
4/7/2024,ATL - Above The Line,Title,bvod,50219.46,11941.6
4/18/2024,ATL - Above The Line,Title,ctv,2387.68,47503.82
7/30/2023,ATL - Above The Line,Title,cinema,1469.61,97437.41
11/15/2022,ATL - Above The Line,Title,bvod,511.02,44748.48
8/2/2023,ATL - Above The Line,Brand,radio,160.17,51966.38
12/3/2022,ATL - Above The Line,Title,ctv,14032.43,44307.03
12/6/2022,ATL - Above The Line,Title,tv,3625.06,30517.89
8/26/2023,ATL - Above The Line,Title,cinema,309.47,55462.03
12/14/2022,ATL - Above The Line,Brand,olv,306.63,2436.76
9/7/2023,ATL - Above The Line,Brand,digital audio,1732.27,30818.14
12/29/2022,ATL - Above The Line,Brand,tv,64595.93,9666.16
9/14/2023,ATL - Above The Line,Title,cinema,1987.67,88505.51
10/10/2023,ATL - Above The Line,Brand,bvod,210.62,23785.76
10/16/2023,ATL - Above The Line,Title,ooh,2037.98,28437.92
11/6/2023,ATL - Above The Line,Title,online display,1941.11,6092.8
3/2/2023,ATL - Above The Line,Brand,ooh,24.42,76443.81
11/24/2023,ATL - Above The Line,Title,online display,2879.24,51722.24
12/1/2023,ATL - Above The Line,Brand,tv,2093.19,48197.01
3/29/2023,ATL - Above The Line,Title,online display,11158.46,12197.45
3/28/2023,ATL - Above The Line,Title,tv,89383.61,12688.91
12/13/2023,ATL - Above The Line,Title,tv,24264.28,34499.72
12/19/2023,ATL - Above The Line,Brand,online display,1954.59,13737.18
12/24/2023,ATL - Above The Line,Brand,digital audio,430.95,42643.59
4/24/2023,ATL - Above The Line,Brand,radio,330465.52,3156
5/18/2023,ATL - Above The Line,Brand,radio,3533.96,16906.18
7/1/2023,ATL - Above The Line,Title,bvod,3256.56,167136.73
4/8/2024,ATL - Above The Line,Title,ooh,3040.38,42840.48
8/2/2023,ATL - Above The Line,Brand,partnership,4540.68,32589.02
12/10/2022,ATL - Above The Line,Brand,print,2447.23,201915.48
9/30/2023,ATL - Above The Line,Title,partnership,1127.56,2647.83
8/31/2022,DR - Direct Response,Brand,display,1183.45,12169.49
6/18/2023,ATL - Above The Line,Title,youtube,2993.4,18436.07
10/5/2022,DR - Direct Response,Brand,ott,1190.81,65209.3
8/24/2022,DR - Direct Response,Brand,app,877.07,66351.02
11/9/2022,DR - Direct Response,Brand,ott,3848.33,11566.17
4/5/2024,ATL - Above The Line,Title,paid social,2004.29,75010.11
3/27/2023,DR - Direct Response,Title,paid social,47955.38,18396.51
10/2/2022,DR - Direct Response,Brand,ott,26.53,92939.4
11/7/2022,DR - Direct Response,Brand,display,22776.39,9785.97
9/11/2023,ATL - Above The Line,Title,paid social,30106.52,24361.45
9/22/2023,DR - Direct Response,Brand,pmax,75.25,16861.77
5/27/2023,ATL - Above The Line,Title,paid social,1710.82,79509.2
12/7/2023,DR - Direct Response,Title,app,1624.29,16319.12
4/8/2023,DR - Direct Response,Brand,paid social,250.31,26419.63
7/6/2022,DR - Direct Response,Brand,display,780.01,45833.28
9/15/2023,DR - Direct Response,Brand,display,427.81,47635.23
11/25/2022,ATL - Above The Line,Brand,youtube,75069.74,67107.05
7/13/2022,DR - Direct Response,Brand,app,17192.11,34070.75
12/28/2022,DR - Direct Response,Brand,ott,31522.94,18123.01
11/11/2023,DR - Direct Response,Title,paid social,11683.34,19412.9
10/12/2022,DR - Direct Response,Title,paid social,413.77,28287.83
10/2/2023,DR - Direct Response,Brand,paid social,1232.15,35410.98
7/24/2022,ATL - Above The Line,Brand,ott,7681.86,23785.37
4/7/2023,DR - Direct Response,Brand,app,349.78,28104.89
1/7/2024,DR - Direct Response,Title,app,11501.85,6018.81
7/2/2022,ATL - Above The Line,Title,paid social,2058.01,53840.97
11/12/2023,DR - Direct Response,Brand,app,1614.41,33060.42
1/27/2024,DR - Direct Response,Brand,pmax,11459.61,75305.32
2/27/2024,DR - Direct Response,Title,paid social,7081.14,27573.18
2/6/2023,DR - Direct Response,Brand,ott,1655.29,4821.49
4/10/2024,ATL - Above The Line,Brand,ott,25742.58,19243.32
11/5/2022,ATL - Above The Line,Brand,paid social,451.21,22559.46
9/29/2023,DR - Direct Response,Title,youtube,9653.37,58079.27
11/23/2023,DR - Direct Response,Brand,ott,9263.58,3456.36
7/24/2023,ATL - Above The Line,Brand,display,1816.28,28731.25
8/3/2023,DR - Direct Response,Brand,display,5721.36,46149.9
2/9/2024,DR - Direct Response,Brand,ott,331.95,14199.62
10/23/2023,DR - Direct Response,Brand,pmax,16834.32,29711.49
6/3/2022,DR - Direct Response,Brand,paid social,2274.54,14698.86
8/25/2022,ATL - Above The Line,Brand,youtube,1236.15,13262.32
4/21/2024,DR - Direct Response,Title,display,21094.56,18302.56
6/29/2023,DR - Direct Response,Title,paid social,890.63,13515.87
7/7/2022,ATL - Above The Line,Brand,ott,249.88,54726.41
7/23/2023,DR - Direct Response,Brand,app,191.24,13190.96
12/14/2023,DR - Direct Response,Brand,display,9481.96,11145.89
2/4/2023,ATL - Above The Line,Title,paid social,314.85,162373.81
9/5/2023,DR - Direct Response,Title,youtube,75412.49,72261.92
8/22/2022,DR - Direct Response,Brand,youtube,74.1,4261.41
12/3/2022,DR - Direct Response,Brand,display,67875.28,12802.32
4/26/2023,DR - Direct Response,Brand,display,4647.93,35158.67
9/15/2023,ATL - Above The Line,Brand,paid social,2667.02,38145.45
6/11/2023,DR - Direct Response,Brand,display,1187.6,6182.55
12/26/2022,DR - Direct Response,Brand,paid social,6527.21,88121.34
12/5/2023,ATL - Above The Line,Title,youtube,2967.14,63078.26
5/3/2023,ATL - Above The Line,Brand,paid social,23266.5,44702.36
11/13/2022,ATL - Above The Line,Brand,display,3902.87,107497.83
10/24/2022,DR - Direct Response,Brand,youtube,4165.46,43394.21
12/13/2023,ATL - Above The Line,Title,display,1647.41,43233.07
7/17/2022,DR - Direct Response,Brand,youtube,2865.5,131502.08
6/26/2023,DR - Direct Response,Title,youtube,5535.15,83195.83
1/7/2024,DR - Direct Response,Brand,pmax,144.95,11853.9
6/3/2023,ATL - Above The Line,Brand,display,278.6,52027.5
6/1/2023,ATL - Above The Line,Brand,display,12147.68,14160.09
3/17/2023,DR - Direct Response,Brand,display,4322.98,45711.31
12/30/2023,ATL - Above The Line,Brand,olv,2278.31,44465.88
12/26/2023,ATL - Above The Line,Brand,olv,3283.15,6883.15
1/4/2024,ATL - Above The Line,Brand,ctv,5947.21,24397.3
1/8/2024,ATL - Above The Line,Brand,tv,1198.72,35971.73
